publishedAt,authorDisplayName,textDisplay,likeCount
2024-07-11T07:25:16Z,@skyaster1,OOOI RAMBUT YG GARA GARA  HELM OJEK ITU INI,0
2024-07-11T07:25:12Z,@okkyrachmadilla1059,Sandy lepek bangeetttt 😂😂😂😂,0
2024-07-11T07:25:08Z,@kokofibo6889,"Seandainya anak muda di negara kita, fokusnya seperti anak anak ini, negara kita pasti gak ada lawannya deh.",0
2024-07-11T07:24:52Z,@yuliapangloli506,detik2 clahsnya asli ngakak parahh “TAS MAHAL 😭😭” itu salah khodam lo 😭😭,0
2024-07-11T07:24:47Z,@AndaHimawan-kw6wt,Anak2 model begini ni yang harusnya di undang ke podcast.,0
2024-07-11T07:24:47Z,@anandapuspitarani7477,"Nexttt part 2 undang Chris anak CoC. Story telling nya bagus banget, ekspresif wkkwkw sekilas kayak vidi cara story tellingnyaa😆😆",0
2024-07-11T07:24:39Z,@avikhta,MAKE SMART PEOPLE FEMAOUS,0
2024-07-11T07:24:06Z,@jeannypooh5703,Semoga anak saya bisa sepintar kakak2 hebat ini ❤,0
2024-07-11T07:23:53Z,@zacezz78,trendingg 1 kerennn !!,0
2024-07-11T07:23:40Z,@user-zt3de5gu8u,Orang berilmu belum tentu ber adap<br>Tapi orang ber adab sudah pasti ber ilmu <br>Aku melihat mereka memiliki adap yg baik dan tutur kata yg sopan <br>Semoga tetap jadi diri sendiri ya kk ku&quot;love you&quot;,42
2024-07-11T10:10:45Z,@sweetbolang8304,betul,0
2024-07-11T07:23:24Z,@BankJack-k8i,KEREN BNGET BANG DENG,0
2024-07-11T07:22:58Z,@SamiatinaTina-ej1sy,Inilah gue yang dulu asal sekolah nyesel nya sekarang liat mereka😢astaga,0
2024-07-11T07:22:50Z,@alyafaizazanaya8976,Investasi terbaik yaitu Pendidikan,0
2024-07-11T07:22:43Z,@sietri6221,Tersandy sandy,0
2024-07-11T07:22:38Z,@lindadwi6857,Kenkulus besok kalau gede masuk coc nihh 😂😂😂,0
2024-07-11T07:22:16Z,@hotparulian,Terima kasih juga buat Denny Sumargo 🎉,0
2024-07-11T07:22:13Z,@muhamadandikahense4825,Cakep banget podcast nya bang densu ceritanya mantap dah gacorrr,0
2024-07-11T07:22:04Z,@anisanuarisna458,Sandy lu ucul bgt pliss,0
2024-07-11T07:21:52Z,@luhan8370,seruuu banget ❤,0
2024-07-11T07:21:49Z,@sitibalqis7849,Undang Maxwell jugaaaaaaaaaaa,0
2024-07-11T07:21:45Z,@yulihusnia5562,Yg cerdas emg beda attitude nya😊,0
2024-07-11T07:21:37Z,@FadhilaAdenti,nangissss ortunya kak shakira supportif bangett😭😭😭❤❤❤,0
2024-07-11T07:21:31Z,@putriwidiani1832,Yang gini&quot; nih haruus diviralin bukannya yg goyang&quot; tiktok gtu,0
2024-07-11T07:21:05Z,@novankurniadi180,Bersyukur masih ada angin POSITIF ditengah kerusakan negeri karena JUDOL dan KORUPSI,5
2024-07-11T07:20:54Z,@bazlinaapriliani7861,KEREN BANGET SUMPAH,0
2024-07-11T07:20:33Z,@delameirizausman7991,GOKILLLLLLLL,0
2024-07-11T07:20:31Z,@nikitapatrichya6084,yeeeay trending 1,0
2024-07-11T07:20:29Z,@Dinalgaol,Ayo semangat generasi muda❤,0
2024-07-11T07:20:28Z,@fentyrozalia8509,"MasyaAllah... Liat syakira, kayaknya enak bgt jd pasiennya... Biarpun sakit, bisa cepat sembuh deh...",7
2024-07-11T07:20:16Z,@nisyahulfah6934,Weee setiap kalimat dari shakira bikin mrinding.. apalagi itu nasihat dr orang tuanya,0
2024-07-11T07:20:04Z,@herlinaambo3974,anak muda keren,0
2024-07-11T07:19:48Z,@hikmahnurazizah1159,"positive vibes bangettt kaliannn, kerennn",0
2024-07-11T07:19:46Z,@BolangNday,Aku malah sedih liat podcast ini 😂 kayak orang tua tuh bner&quot; Suport semua😭,1
2024-07-11T07:19:44Z,@hernindahusna,next undang maxwell 😂,0
2024-07-11T07:18:46Z,@devitaangelica5106,alahh gaoni maxwell😭😭,0
2024-07-11T07:18:39Z,@nak_GD,3 org yg waw❤❤❤❤,1
2024-07-11T07:18:34Z,@handayanidarwis7837,Undang maxwell,0
2024-07-11T07:18:10Z,@Mamahawchan,Terbukti kecerdasan bisa nurun yaa tp tetep kesuksesan kita yg cari.❤,0
2024-07-11T07:18:01Z,@sarifitriaanggraeniofficia6895,LUAR BIASAAAAA,0
2024-07-11T07:17:53Z,@dealbeb,"ngakakin passwordnya.. ashiap, toriq haji, cek kodam 🤣🤣",0
2024-07-11T07:17:10Z,@retnoningsih8391,Orang tuanya kereeeeennn banget. Semoga aku bisa jadi orang tua yang baik shg bisa melahirkan dan membesarkan anak sepositif mereka.,0
2024-07-11T07:17:06Z,@dinisolihah9632,YaAllah disini bener2 terkagun kagum sama kak shakira 🥰,0
2024-07-11T07:16:58Z,@AfikaKhadijah,Dari sini makin ngefans sma xaviera❤❤❤❤,0
2024-07-11T07:16:58Z,@AfikaKhadijah,Dari sini makin ngefans sma xaviera❤❤❤❤,0
2024-07-11T07:16:50Z,@AfikaKhadijah,Dari sini makin ngefans sma xaviera❤❤❤❤,0
2024-07-11T07:16:20Z,@nurulfatmawatipuaupa2489,Please banyakin konten beginian dunk 🙏🙏🥹,0
2024-07-11T07:16:17Z,@karmellia715,Undang Maaxwell juga dong koh,1
2024-07-11T07:16:15Z,@Sepsepsakura,STOOPPPPPP OTAK GUE GK MAMPU😭,0
2024-07-11T07:16:10Z,@custistana817,Nonton kuis nya Bang Deni aja udah woww banget.. otak mereka kenapa sih? 😭,0
2024-07-11T07:16:02Z,@erlinichen3495,Sandy aku padamuu ❤❤❤❤,0
2024-07-11T07:15:59Z,@els__8,trending 1 woyy❤️,1
2024-07-11T07:15:31Z,@chivgaming3222,sesimple bell bunyinya toriq haji bkin ngakak,0
2024-07-11T07:15:11Z,@mahayuddinibrahim9681,Keren dan positif banget bincang2 ini ❤❤❤🎉,1
2024-07-11T07:15:01Z,@lailatulfitri555,Trending 1 dong gilakkk kerenn,0
2024-07-11T07:15:00Z,@ichsaa_,lucu banget Xaviera,0
2024-07-11T07:14:57Z,@tyberrie,ga kerasa 1 jam tbtb abiss,0
2024-07-11T07:14:50Z,@ernialfiani01,Ini mah gen z yg beda dr yg lain. Gk gmpng nyerah. Jiwa fight nya tinggi,1
2024-07-11T07:14:39Z,@Adwin842,&quot;Orang Yang Berhasil Itu Bukan Orang Yang Pinter Tapi Orang Orang Yang Rajin&quot;<br>-Shakira,642
2024-07-11T09:37:04Z,@SriWahyuni-xs9px,"Iya sih aku juga merasakan hal itu pas sma, menurut ku aku juga kemaren emang gak pintar cuma karena rajin aja, mangkanya bisa juara kelas😂",6
2024-07-11T10:49:56Z,@Adwin842,@@SriWahyuni-xs9px Sama Aku Juga Pernah Alamin Hal Kayak gitu,1
2024-07-11T11:00:43Z,@makanindomybareng2790,GW SANGAT SETUJUUUU,0
2024-07-11T11:43:38Z,@cloverdark1448,"bener si,mungkin ada sebagian bakat org yg otak nya cepat memahami sesuatu dan ada yg biasa aja, tapi percuma juga berbakat tapi org nya males ya ga berguna tu bakatnya, sebab org rajin meskipun tidak berbakat bisa menjadi pintar karena otak jika mempelajari hal berulang² maka daya ingatnya semakin kuat",1
2024-07-11T11:55:00Z,@user-gb8yh4nw8i,dan orang yg berusaha,0
2024-07-11T07:14:37Z,@gilbertusaldicandra774,Siapa yg berani hujat anak anak coc?😭👊,0
2024-07-11T07:15:43Z,@miladiyah9821,ada kak😢😢 tega bgt kan ya,0
2024-07-11T07:14:17Z,@erviran6394,((((Thoriq Haji)))) 😝,1
2024-07-11T07:14:08Z,@fiqinuraeni,Pesona anak-anak pinter 🔥🔥😍😍😍,0
2024-07-11T07:13:42Z,@meilanidaniar2948,"Bukanya kena mental kak, aku berserah diri pada tuhan😮",0
2024-07-11T07:13:10Z,@fajarnugraha5116,Bang banyakin content yang kaya gini 😁 thanks,1
2024-07-11T07:12:52Z,@indahsulistiyan4541,Sekolah pertamanya berhasil &quot;Rumah&quot; keluarga mereka sangat berperan sampai jadi anak² seperti ini ❤️<br>Yg udah berkeluarga semoga bisa jd Rumah yg terbaik untuk anak² menciptakan generasi yg bagus 💕,0
2024-07-11T07:12:45Z,@zulfikrysyaputra1175,Ig nya Shakira apaa,0
2024-07-11T07:12:39Z,@asepwawan8373,no 9 sandi deh yg duluan jawab 😂,0
2024-07-11T07:12:35Z,@aguzzkyk7721,"<a href=""https://www.youtube.com/watch?v=s4B-EBsXcH8&amp;t=56"">0:56</a> jj Xaviera <a href=""https://www.youtube.com/watch?v=s4B-EBsXcH8&amp;t=3413"">56:53</a>",1
2024-07-11T07:11:57Z,@hikmamutiara1604,cute banget sandyyy,0
2024-07-11T07:11:55Z,@user-eg8ix7sn1l,Semoga kelak anak²ku bs seperti mereka 🙏🏻,0
2024-07-11T07:11:54Z,@fitrialiali,Ahhh mereka yang cerdas aku yg bangga 👏👏👏,0
2024-07-11T07:11:53Z,@SuciDamayanti-jy6fs,siapa yang di hujat cok,0
2024-07-11T07:11:43Z,@user-sn3qu7ns6d,trending 1 woii🎉,0
2024-07-11T07:11:12Z,@xavieraputrii,"Terima kasih banyak teruntuk kak Denny dan tim yang sudah mengundang aku, Shakira, dan Sandy untuk hadir di Podcast ini membawa nama Clash of Champions by ruangguru!!! seru banget ngobrol-ngobrol sambil main games mendadaak wkwk<br><br>Jujur aku kagum dan terinspirasi banget dengan cerita2 Sandy dan Shakira selama podcast ini, dan pastinya kagum banget dengan semua cast-cast Clash of Champions by ruangguru yang sangat berprestasi, hebat, dan daya juangnya ga main🙏🥺dari mereka aku benar-benar banyak banget belajar hal baru dan sadar bahwa I still have a long way to go.<br><br>Semoga Clash of Champions by ruangguru bisa terus memberi inspirasi, pengaruh positif, dan motivasi kepada teman-teman untuk jangan pernah berhenti mengejar mimpi. <br><br>Terima kasih ruangguru sudah mempercayakan kita untuk hadir di Podcast kak Denny yang seruu bangeet. Jangan lupa tune in terus episode-episode Clash of Champions by ruangguru selanjutnya yaa!!!",5735
2024-07-11T07:13:08Z,@MusaAsaduddinWahid,❤❤❤❤❤❤❤❤❤,6
2024-07-11T07:13:36Z,@sitinurhayati-kn8ks,1 menit yang lalu,4
2024-07-11T07:13:45Z,@CSeulra,Semangat kak Xaviera ❤️🎀,7
2024-07-11T07:14:37Z,@Koousetsu,🫡🫡,2
2024-07-11T07:14:49Z,@diyahnurkhasanah4230,❤,0
2024-07-11T07:11:08Z,@user-pw7nc9zq9p,Serunyaaa🎉,0
2024-07-11T07:10:37Z,@AfifAlfiano,Keren keren sih asli,0
2024-07-11T07:10:26Z,@selapurnama9975,kalian kereeennnnn!!!,0
2024-07-11T07:10:26Z,@vinkayukai1760,"Emak nonton ini tuh amazing bg betapa tekun mrk dlm menjalani sesuatu bt diiri mrk..  intinya keluarga ttp sbg support system bkn menjudge scr negative apapun hasil anak2, srta sbg ortu jg hrs mjd lbh kuat bt sandaran anak2 dlm menjalani sgla permasalahan dlm hidup spy anak2 tdk menyerah<br>Trm ksh kakak COC atas quotes nya dlm hidup menginspirasi bgt😊❤",1
2024-07-11T07:10:07Z,@saenwongcukup,"Xaviera &quot;percayalah sm diri kamu, Lihat Proses nya.. Kalau Gagal. Kamu jadi tau jadi bagus..  kamu gagalny dimana.",0
2024-07-11T07:09:58Z,@devianggraeni4359,Kereeeennnnnn loveee kaliannnn,0
2024-07-11T07:09:51Z,@KNezaM-nu6xd,Sakira kata2nya keren bgt dewasa semuanya keren xaviera dan shandy jg,1
2024-07-11T07:09:46Z,@fanicale,Menyala trending 🔥,0
2024-07-11T07:09:28Z,@hikfrida979,"Mereka dan orang yang ikut class of camphion keren bgt, positif vibes.❤",1
2024-07-11T07:09:14Z,@teguhwiyogo,Standar emak&quot; jaman sekarang 4 sehat 5 ipk,0
2024-07-11T07:08:59Z,@khalisaayu198,"Bener bngt kata kak Xaviera, ortu jga bilang gitu &quot; orang tua klo nga bisa kasih warisan, ya klo bisa kasih pendidikan yg layak ke anaknya&quot; jadi kita belajr harus semangat ingat kerja keras ortu yg banting tulang biayain anak",0
2024-07-11T07:08:31Z,@intanpermatas3702,Baru kali ini om densu bener ngundang org,1
2024-07-11T07:08:26Z,@muamarzen2677,Sangat plotwis,0
2024-07-11T07:08:11Z,@user-vb3zj7qx8c,MasyaAllah luar biasa orang tua shafira ini.agamax no one.terimaksi ibu shafira sdh mengajari shafira amirmasi dan akhirnya byk yg tau dan percaya Amirmasi diri itu penting,1
2024-07-11T07:07:28Z,@rizkimaul470,SERUUUUU🔥🔥🔥🔥,1
2024-07-11T07:07:19Z,@user-uh1bm1eq7w,Plis acarannya seru bgtt<br>Semoga makin banyak konten beginian memotivasi bangett😂,1
2024-07-11T07:07:10Z,@GeatsuneAceng,Bang gimana tanggapan lu tentang burger bangor diskon 40%?,2
2024-07-11T07:07:09Z,@putriashamarifatululyawakh2903,Sumpah ngakak terus 🤣🤣🤣🤣🤣,0
2024-07-11T07:06:49Z,@petanisahamdankripto,"Kalo birokrasi di isi org2 seperti ini, aq yakin kmiskinan di negeri ini akan berkurang drastis",0
2024-07-11T07:06:07Z,@windiarahanumbestari,Kereern bangeett anak² ini !!!<br>Cerdas Sukses terus kalian.,0
2024-07-11T07:05:55Z,@hillerytulandi1739,seneng bgt nih kalo bintang tamunya begini👏,0
2024-07-11T07:05:53Z,@Safitri101,bumi itu menyerap hanya kata kata baik. baru tau. dasar bodoh diri ini😢,0
2024-07-11T07:05:47Z,@_9nofficial627,Pikirannya smuaaa positifff bnget,0
2024-07-11T07:05:45Z,@d.rizkyy,"Anak anak jenius kaya gini aja mengakui, pendidikan itu penting dan masih aja ada manusia yang bilang pendidikan itu SCAM 😂 padahal yang menciptakan peradaban moderen juga orang orang pintar, kalo sdm nya rendah sebuah peradaban juga akan susah berkembang dan akan terus menerus jadi peradaban primitive, ya gimana mau jadi moderen kalo dari kualitas pembangun peradabannya tidak berkembang. <br><br>Ya memang kenyataan sistem pendidikan di Indonesia memang kurang efektif dan masih tertinggal, banyak miss antara sistem dan juga minat bakat pelajarnya jadinya potensi penuh dari minat bakat pelajarnya tidak terealisasi dengan baik. Tapi kan bukan berarti jadi alasan SEKOLAH ITU SEKEM 😂",1
2024-07-11T07:05:44Z,@aurelriskaramadhani7945,MOTIVASIII SEKAALIIII,0
2024-07-11T07:05:33Z,@ABDULFATTAH252,"bapaknya sakira sikopat,, <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>anak2 nya d tontonin operasi",0
2024-07-11T07:05:17Z,@martabakmanniss,rambut sandy pls 😭😭😭😭,1
2024-07-11T07:05:51Z,@krpro2131,kwowkok,0
2024-07-11T07:05:03Z,@alvinsetiawan9574,xavieraaaa lopyuuu hskshskshsk,0
2024-07-11T07:04:34Z,@ayusundari2991,Seneng bgt sih liat anak2 cerdas main game...lah klw aku yg ikut uda plonga plongo z😅😅😅 kyk salah khodam gue,0
2024-07-11T07:04:33Z,@muhammadainalrizki,Acara  kayak gini yg dibutuhkan  oleh anak muda sekarang 💪💪 semangat terus bang  densu dan semoga  banyak anak2 muda prestasi lain yg diundang ke podscastnya🤲🤲 di indonesia  tidak kekurangan orang pintar melainkan kurang orang baik dan adil saja🔥,1
2024-07-11T07:04:32Z,@frustasistumbleguys4900,"previlege itu penting, apapun yang mereka mau di support penuh sama orang tua. mereka sibuk belajar, ngga mikirin gimana cari uang, uang bagi mereka bonus dari hasil olimpiade dan lain lain. Keadaan jaman sekarang banyak yang anaknya pengen ini itu untuk pendidikan tapi orang tuanya ngga bisa support dan keterbatasan biaya. Jadi kesimpulannya jangan biarkan anakmu melihat hidupmu susah kalo pengen punya anak super cerdas seperti mereka.",0
2024-07-11T07:04:15Z,@bagus_p1783,"Ini yg gw tunggu&quot;. Yg harusnya di up trs tuh anak&quot; cerdas dan membanggakan kayak gini, jd mereka jg berhak utk jd terkenal dan mendapat apresiasi atas prestasi yg susah payah didapat selama ini, bukan cmn medali/uang tp jg dukungan moril dan bisa jg jadi teladan buat viewrs jd yg nonton buat orng tua bisa lebih semangat mendidik anaknya, sedangkan untuk anak-anak yg masih sekolah bisa jd stimulus yg ampuh biar lebih semangat dlm belajar setelah nonton class of champion / podcast seperti ini. Untuk disisi mereka jg ketika dpt apresiasi jg bisa lebih nasionalis dan semangat kedepan nya. Jd acara kayak gini tuh sebenarnya ga punya sisi negatif sama sekali",27
2024-07-11T07:04:12Z,@joyleenfiora407,Mereka benar-benar menginspirasi sekali dan menjadi role model bagi kita generasi penerus bangsa. Terimakasih buat podcast ini dan juga kalian yang hebat dan keren! Kami para netizen bangga atas kerja keras kalian!,3
2024-07-11T07:03:57Z,@anaszulhuda,"TV harusnya lebih pintar sih ambil tayangan, ini di ytube aja 2hr udah jutaan yg nonton, kalo masuk tv pasti lakunya sih menurut gua, masak yg &quot;sekop sekop sekop&quot; gitu masuk tv, tauk ah 😢",2
2024-07-11T07:03:49Z,@gwenleean4356,next datengin Axel Maxwell kadit plis,1
2024-07-11T07:03:47Z,@RahmiAzizah-cz8yt,Trending 1 ga tuh,1
2024-07-11T07:03:42Z,@yuliwiyanti9185,MasyaAllah tabarakallah anak2ku❤,0
2024-07-11T07:03:34Z,@aldeagung7358,Kerennnnn banget,1
2024-07-11T07:03:03Z,@275-aiqiniafifah,waw trending 1,1
2024-07-11T07:02:53Z,@triadi8381,Plis butuh part 2 seru banget inii,1
2024-07-11T07:02:14Z,@jeanemalenskyruhulessin2540,Kalian semua yg di COC TERBAIK versi kalian masing2<br>Sukses buat kalian semua<br>Makasih sll memotivasi anak2 indonesia yg lainnya😇🙏,5
2024-07-11T07:02:03Z,@Adsnyt13,Si xaviera di liat&quot; mirip melody ex jkt48 hehe,1
2024-07-11T07:01:58Z,@afuaaghniyatulhilma6967,"Salfok.. parenting nya kereen.. semoga bisa belajar dari orang tua mereka supaya bisa menumbuhkan anak yg hebat secara IQ, EQ, dan yg terpenting adalah kecerdasan spiritual",53
2024-07-11T07:01:46Z,@275-aiqiniafifah,waw trending 1,1
2024-07-11T07:01:37Z,@yusufm7029,"Seru asli, pelajran juga dapet🎉",1
2024-07-11T07:01:19Z,@sitihadijah614,"Kalian ber3 keren. Cerdas, adabnya keren bagus. Cata berkomunikasinya bagus banget. Mandiri",1
2024-07-11T07:01:02Z,@tyaarinurasih1526,Semoga kalian jadi pemimpin atau menteri yg tidak korup ya dekk problem solver negeri yg cerdaas❤,1
2024-07-11T07:01:01Z,@danihermawan4837,Trending 1 up up up,1
2024-07-11T07:00:58Z,@275-aiqiniafifah,waw trending 1,1
2024-07-11T07:00:50Z,@shinoaburame6530,MaasyaAllah keren banget semuanya,1
2024-07-11T07:00:45Z,@afwanbunayya3833,Bangke emang kata kunci bang deny segala thariq haji😊,1
2024-07-11T07:00:42Z,@garrett-yw8bs,Please undang Maxwell dan Alex,0
2024-07-11T07:00:36Z,@mahrainiramadhan7992,undangg maxwelll jugaa kayaknyaa seru jugaaa,3
2024-07-11T07:00:33Z,@ayurahayu9173,Berasa pingin nangis lihat anak2 hebat kayak gini bagaiamana bangganya orang tua kalian melihat kalian yg hebat2 ini,1
2024-07-11T07:00:27Z,@275-aiqiniafifah,waww trendingg 1,1
2024-07-11T07:00:05Z,@alninurawalia8366,Yuk para orangtua millenials mulai melek ttg pentingnya pendidikan buat anak2 ya.. Karna yg kita hadapi di masa depan adalah generasi yang lebih dr saat ini..,61
2024-07-11T10:07:23Z,@rinpast,"Betuls kak. Liat mereka, bikin aku terpacu terus belajar di umur 29 ini, belum nikah jg jadi mikir kalo mau punya anak jenius kayak mereka dimulai dari sendiri dan memilih pasangan untuk support punya anak jenius jg, at least versi terbaik masa depan.",1
2024-07-11T07:00:01Z,@user-lx2jg2tb8i,plot twist sekali,1
2024-07-11T06:59:53Z,@user-cj2dp3dc4r,Semoga acara Class of champions terus di adakan dan berlanjut serius ini acara seru parah ❤,1
2024-07-11T06:59:52Z,@brayen5291,TERKOMBEK,0
2024-07-11T06:59:48Z,@raasyifaaa6520,pls lucu bgt pada terkecoh yg di torik hajinya 😂😂,1
2024-07-11T06:59:22Z,@firzardn6093,Calonku,0
2024-07-11T06:59:10Z,@custistana817,Anak muda yg jadi publik figur lebih keren yg kaya gini daripada yg pura2 bodoh biar kelihatan lucu..,1
2024-07-11T06:59:06Z,@misssitah927,"Sandy Spoiler cuy😂, &quot;di final tandingnya 1 lawan 1 &quot;😂😂 thankz Sandy",1
2024-07-11T06:59:04Z,@kusumadhani,sandy : tolong job kominfo masih luas buat kamu wkwk 💁🏻‍♀️,0
2024-07-11T06:58:50Z,@pujianandaputra8303,"I&#39;m guessing, kayanya kelompok xafiera kalah deh yah di halafan lukisan ya huhu",1
2024-07-11T06:58:22Z,@bunnyluvvvvv,rambut sandy 😭😭😭😭,0
2024-07-11T06:58:17Z,@mardiansyahputra1312,Iyakan yg di undang tv youtube yah udah pasti good looking aja padahal belum ketauan yang juara kompetisinya siapa,0
2024-07-11T07:00:00Z,@damnmonday,kalo mau berpikir negatif minggir aja lu,0
2024-07-11T07:04:12Z,@mardiansyahputra1312,"@@damnmonday kenapa yg di undang cuma mereka bertiga ? Gw yakin yg lain juga mau, kompetisi belum berakhir bro dan semua peserta yang ikut semuanya beprestasi",0
2024-07-11T07:19:01Z,@anyang-anyangan,​@@mardiansyahputra1312maksud lo ngundang 40 oramg semuanya kesitu? Duduknya dimaneeee badroll??? Ini tu podcast bukan acara syukuran,0
2024-07-11T08:26:31Z,@mardiansyahputra1312,@@anyang-anyangan makanya gw bilangkan kompetisi belum berakhir harusnya tunggu kompetisi berakhir baru undang sang juara di semua media sebagai bentuk support. <br>“Takutnya” nanti ada yg iri atau starsyndrom duluan,0
2024-07-11T08:40:41Z,@anyang-anyangan,"@@mardiansyahputra1312 kan sekalian promosi acaranya jg apa salahnya coba, kita belum tau siapa yg juara, gk ada batasannya mo ngundang yg juara kek mo yg enggak",0
2024-07-11T06:58:06Z,@alyafaizazanaya8976,Dari sini aku bermimpi kalau aku ingin menyekolahkan anakku ke Luar Negeri,1
2024-07-11T06:57:22Z,@Sree_sofia,Yuk bisa yuk bang densu undang muda mudi yg berprestasi sprti apapun itu bidangnya biar yg lain terinspirasi 😊,1
2024-07-11T06:57:17Z,@tashaari1251,Sandy sedih rambutnya kek telor 😂,0
2024-07-11T06:57:01Z,@sweetpatootie,"berharap bgt peserta lain jg bisa digulir buat sharing journey mereka masing² :&#39;)) thank u buat kak xaviera, shakira dan sandy atas kata² pencerahan dan motivasinya, bener² nempel bgt di kepala aku! ohya yg aku notice dari pengalaman mereka adalah smsm di didik dari &quot;ortu yg prioritasin akademik ke anak²nya&quot; well ga melulu tentang ekonomi jg sih, ortu supportif dan ambisi diri yg paling mempengaruhi jalannya mereka ke pintu kesuksesan tsb.",14
2024-07-11T06:57:01Z,@nurunnajmiawaliyah1616,Suka banget sama public speakingnya xaviera🫶,1
2024-07-11T06:56:49Z,@sriutamifauziah9104,TAS MAHAL 😭,0
2024-07-11T06:56:18Z,@maurayessa3833,Keren nih👍👍👍 generasi cerdas👍,1
2024-07-11T06:56:15Z,@dapoerelly3074,Durasi cuma 59menit...??? Yg bener ajaaaaa,0
2024-07-11T06:55:48Z,@enisulistiyani1957,Persis yg diomongin alm bpkku dulu Bpk gk bisa ngasih warisan tp Bpk cuma bisa ngasih pendidikan yg layak mbak 🥺😢,7
2024-07-11T06:55:32Z,@divathalita7155,Seru banget liat nya pas acara kuis keren2 semua nyaa salud 👍❤❤❤,2
2024-07-11T06:55:28Z,@Manusia26673,Love banget buat kalian💝...  Anak-anak CoC positive vibes semuanya 😭😭,1
2024-07-11T06:55:18Z,@Mamale23,"Mereka keren bgt ya, org tua nya juga pada hebat hebat 🥺",1
2024-07-11T06:54:49Z,@dnxy3148,Siapa disini gara2 cwe gw Xaviera,1
2024-07-11T06:54:34Z,@flamingow7,positif senuaaa sukaa,1
2024-07-11T06:54:33Z,@kistimerryantvaldez7790,"IQ 151,sadis bgt. menyalaaaa sandi",1
2024-07-11T06:54:33Z,@reanababan,Sandy ❤❤❤,2
2024-07-11T06:54:32Z,@MBagusNugraha,"Apasi ginian aja seru woe wkwk, sebuah plot twist Xaviera dapet 5jt wkwk",1
2024-07-11T06:54:31Z,@_9nofficial627,Kerenn sekalii... Pisituff bngaet,1
2024-07-11T06:54:11Z,@naruto-gc1rc,Mereka pasti klo mau masuk kominfo gabisa,1
2024-07-11T06:53:44Z,@user-mb4zd8gt1q,Kecerdasan otak itu menarik perhatian,1
2024-07-11T06:53:16Z,@mirnayulianti8053,seru bangett,0
2024-07-11T06:53:06Z,@syarifahsusila,"Terimakasih xaviera, shakira, sandy, banyak quotes2 positif yang bisa ku ambil🥰 sempet malu dan menyesal knp semasa sma dan kuliah ga rajin😌 semoga setelah acara ini kalian tetep jadi diri kalian sendiri yaa🥰",1
2024-07-11T06:52:56Z,@user-os1ks8of8y,Cirebonjeh👐,0
2024-07-11T06:52:29Z,@Marwahrd,Yang hrusnya juara kan sandi karnh nilainya 70 sedangkan kak Safira yahh 65 🙂,0
2024-07-11T07:00:40Z,@damnmonday,semuanya menang,0
2024-07-11T06:52:11Z,@ulfamuniff1732,lucu di ending xaviera dari poin paling rendah but jadi pemenang wuuuuuu,1
2024-07-11T06:51:29Z,@ulfamuniff1732,aaaa seruuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1
2024-07-11T06:51:23Z,@siscamarya,Ngebayangin kalo ada maxwell 😂,0
2024-07-11T06:50:58Z,@kiyowo21,"Plis bang itu soalnya gampang banget sandy aja sampe bilang &quot;haa gitu doang&quot;, yg susah itu kode nya ashiap, toriq haji, sama cek kodam 🤣🤣",0
2024-07-11T06:50:50Z,@fitriaulfa400,Trending 1 dong 🥰,1
2024-07-11T06:50:41Z,@alfiyahfiya8113,Keren banget sih bondingnya mereka itu no gimmic dan beneran saling support satu sama lain 🥹🫶,2
2024-07-11T06:50:20Z,@FauziJabbar,Kerennnnn kalian,1
2024-07-11T06:50:18Z,@hardialif2861,Aku yang masih suka Indomie insecure melihat mereka😂😂😂,0
2024-07-11T06:50:18Z,@monikaliling19,Apresiasi banget 😍😍😍,1
2024-07-11T06:50:14Z,@LailiSafi,Makasih udah undang mareka❤,1
2024-07-11T06:49:52Z,@ritaanjani6740,Trending 1 dong😂,0
2024-07-11T06:49:31Z,@enokaas4709,"Undang orangtua mereka dong, biar dpt ilmu parenting nya",0
2024-07-11T06:59:22Z,@zahrinafauhani7775,Up,0
2024-07-11T06:48:51Z,@janitrakenfransiska9792,"Maxwell, agas, axel mana bang Den ??? Klu perlu yg gokil2 bawa sini semua😂😂😂",2
2024-07-11T06:48:37Z,@khairatulsalasiah1196,Seru bgt podcast ini!!!!,0
2024-07-11T06:48:34Z,@lisaalsyarief5929,"Keren sih meraka 😍..,mereka yang ngerjain otak saya yang ngebul🤯🤯",0
2024-07-11T06:48:30Z,@liawulandari6544,Inilah kenapa pentingnya pendidikan bagi calon orang tua. Bagi kita yg punya previlege untuk punya pendidikan tinggi mohon dimanfaatin dgn baik untuk menciptakan generasi generasi yang seperti mereka :),5
2024-07-11T06:48:30Z,@andariy.7177,Oops.. Ada bocoran peserta yg udah tereliminasi buat comeback!!!,1
2024-07-11T06:48:28Z,@feryfirmansyah-wd2ix,Judul nya ga masuk akal kalau emang mau pintar kan banyak belajar,0
2024-07-11T06:48:23Z,@AMJ_FBL,Tontonan berbobot yaaasssh tranding 1,1
2024-07-11T06:48:22Z,@asintadwiqumalasari,Huuu kerennn ❤️,0
2024-07-11T06:47:48Z,@supriyatizaki6476,"<a href=""https://www.youtube.com/watch?v=s4B-EBsXcH8&amp;t=3535"">58:55</a>",0
